key_0,request_id,unique_key,created_date,closed_date,complaint_type_id,borough_id,descriptor,location_type,incident_zip,latitude,longitude,status,borough_name,complaint_type,category,full_date,date_id,year,month,day_of_week,is_weekend
2026-08-10,225,70005484,2026-08-10 01:01:08,2026-08-10 01:49:25,18,4,Car/Truck Music,Street/Sidewalk,11221,40.69625771978034,-73.92012156071634,Closed,Brooklyn,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,226,70011134,2026-08-10 01:00:54,,3,1,Loud Music/Party,Residential Building/House,11377,40.740328321384425,-73.89383032556388,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,227,70009405,2026-08-10 01:00:49,,1,4,Driver Complaint - Non Passenger,Street,11211,40.71150431889917,-73.96181911567312,In Progress,Brooklyn,For Hire Vehicle Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,228,70011656,2026-08-10 00:59:42,,8,3,Loud Music/Party,Street/Sidewalk,10460,40.83678613034184,-73.88215176583577,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,229,70008018,2026-08-10 01:00:46,2026-08-10 01:22:26,8,4,Loud Music/Party,Street/Sidewalk,11213,40.67121284890588,-73.92599509314448,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,230,70009766,2026-08-10 01:00:25,,6,1,Blocked Crosswalk,Street/Sidewalk,11420,40.66352954672205,-73.81377799511013,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,231,70006078,2026-08-10 01:00:24,2026-08-10 01:39:55,18,2,Car/Truck Music,Street/Sidewalk,10031,40.82816871055862,-73.9405668114059,Closed,Manhattan,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,232,70008049,2026-08-10 01:00:21,2026-08-10 01:10:22,8,4,Loud Music/Party,Street/Sidewalk,11237,40.70541688352462,-73.92399144492653,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,233,70005571,2026-08-10 01:00:20,,1,1,Driver Complaint - Passenger,Street,11430,40.64832048620134,-73.78828125130184,In Progress,Queens,For Hire Vehicle Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,234,70005374,2026-08-10 01:00:08,2026-08-10 01:25:01,4,4,Partial Access,Street/Sidewalk,11203,40.65206042516336,-73.93625130515936,Closed,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,235,70011967,2026-08-10 01:00:07,2026-08-10 01:22:46,8,4,Loud Music/Party,Street/Sidewalk,11213,40.67121284890588,-73.92599509314448,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,236,70011700,2026-08-10 01:00:06,2026-08-10 01:16:12,8,3,Loud Music/Party,Street/Sidewalk,10465,40.84716032849388,-73.81641209816452,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,237,70008016,2026-08-10 00:59:15,2026-08-10 01:22:26,8,4,Loud Music/Party,Street/Sidewalk,11213,40.67121284890588,-73.92599509314448,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,238,70010482,2026-08-10 00:59:15,,3,4,Banging/Pounding,Residential Building/House,11235,40.58851205300091,-73.93959196262406,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,239,70003835,2026-08-10 00:59:06,,3,3,Loud Music/Party,Residential Building/House,10452,40.83660711789842,-73.92385963421121,In Progress,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,240,70010476,2026-08-10 00:59:03,2026-08-10 01:35:29,4,4,No Access,Street/Sidewalk,11235,40.58011062524144,-73.95922664575507,Closed,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,241,70012032,2026-08-10 00:58:59,,6,4,Blocked Bike Lane,Street/Sidewalk,11211,40.710641877616645,-73.95283450239151,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,242,70003788,2026-08-10 00:58:58,,7,3,Animal Other Than Dog,Commercial/Mixed Use Building,10457,40.84134470145586,-73.91254925675244,In Progress,Bronx,Noise,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,243,70004162,2026-08-10 00:58:54,2026-08-10 01:17:47,18,4,Car/Truck Music,Street/Sidewalk,11221,40.696249472964894,-73.92010353934359,Closed,Brooklyn,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,244,70013153,2026-08-10 00:58:46,,4,4,No Access,Street/Sidewalk,11229,40.596511717523946,-73.94215214089431,In Progress,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,245,70007850,2026-08-10 00:58:41,,8,3,Loud Music/Party,Street/Sidewalk,10463,40.87514540014392,-73.91215405363715,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,246,70003898,2026-08-10 00:58:34,,18,3,Car/Truck Music,Street/Sidewalk,10457,40.84626823780187,-73.90173577572278,In Progress,Bronx,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,247,70010659,2026-08-10 00:58:11,2026-08-10 01:10:24,3,4,Banging/Pounding,Residential Building/House,11206,40.70126556864167,-73.93074398010619,Closed,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,248,70007416,2026-08-10 00:56:48,,8,2,Loud Music/Party,Street/Sidewalk,10032,40.83197859834107,-73.94100426815116,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,249,70011973,2026-08-10 00:58:06,2026-08-10 01:32:38,30,4,Loud Music/Party,Park/Playground,11215,40.66739113906443,-73.97450763994523,Closed,Brooklyn,Noise - Park,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,250,70006102,2026-08-10 00:57:58,,8,2,Loud Music/Party,Street/Sidewalk,10040,40.8622442553594,-73.92630672960482,In Progress,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,251,70009374,2026-08-10 00:57:50,,6,4,Blocked Bike Lane,Street/Sidewalk,11211,40.710641877616645,-73.95283450239151,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,252,70005495,2026-08-10 00:57:49,2026-08-10 01:17:32,8,4,Loud Music/Party,Street/Sidewalk,11221,40.69631804454074,-73.92003493833748,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,253,70008025,2026-08-10 00:57:33,2026-08-10 01:35:10,8,4,Loud Music/Party,Street/Sidewalk,11215,40.66135420007725,-73.96968010080575,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,254,70009085,2026-08-10 00:57:08,2026-08-10 01:21:42,8,3,Loud Music/Party,Street/Sidewalk,10453,40.85392628708836,-73.91604268510348,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,255,70010468,2026-08-10 00:56:58,2026-08-10 01:38:20,4,3,Partial Access,Street/Sidewalk,10468,40.86742179895113,-73.8987217017454,Closed,Bronx,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,256,70007792,2026-08-10 00:56:57,2026-08-10 01:26:41,8,3,Loud Music/Party,Street/Sidewalk,10453,40.8487241409771,-73.90764188396265,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,257,70007998,2026-08-10 00:56:52,2026-08-10 01:42:18,8,4,Loud Talking,Street/Sidewalk,11208,40.683851170807614,-73.87902558708264,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,258,70012066,2026-08-10 00:56:34,,1,4,Driver Complaint - Non Passenger,Street,11211,40.710641877616645,-73.95283450239151,In Progress,Brooklyn,For Hire Vehicle Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,259,70010367,2026-08-10 00:56:30,2026-08-10 01:21:39,8,3,Loud Music/Party,Street/Sidewalk,10453,40.85460303828108,-73.91442238403131,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,260,70007274,2026-08-10 00:56:21,,6,1,Blocked Hydrant,Street/Sidewalk,11368,40.74121960647319,-73.86669879946285,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,261,70010690,2026-08-10 00:56:16,2026-08-10 01:00:10,6,4,Posted Parking Sign Violation,Street/Sidewalk,11201,40.69348938003249,-73.97916756098195,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,262,70007446,2026-08-10 00:56:09,2026-08-10 01:33:17,8,2,Loud Music/Party,Street/Sidewalk,10034,,,Closed,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,263,70008131,2026-08-10 00:56:08,,31,4,Stoop Line Stand,Business,11220,40.63532076714877,-74.00975320335604,In Progress,Brooklyn,Consumer Complaint,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,264,70009196,2026-08-10 00:56:04,,6,4,Blocked Sidewalk,Street/Sidewalk,11229,40.60725384889838,-73.95895436607407,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,265,70011025,2026-08-10 00:55:58,2026-08-10 01:48:58,3,3,Banging/Pounding,Residential Building/House,10473,40.81997621957901,-73.86357841506774,Closed,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,266,70005067,2026-08-10 00:55:52,,23,4,Odor,Plant,11235,40.59013007591668,-73.93214822560337,In Progress,Brooklyn,Waste Water Treatment Plant,Infrastructure,2026-08-10,1,2026,8,Monday,False
2026-08-10,267,70006663,2026-08-10 00:55:46,2026-08-10 01:01:16,4,4,No Access,Street/Sidewalk,11204,40.61048019783842,-73.9880174239483,Closed,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,268,70004809,2026-08-10 00:55:45,2026-08-10 01:33:41,8,2,Loud Music/Party,Street/Sidewalk,10040,40.85656635214658,-73.92770115885772,Closed,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,269,70011986,2026-08-10 00:55:39,2026-08-10 01:00:33,18,4,Car/Truck Music,Street/Sidewalk,11237,40.70575977369842,-73.92368087217129,Closed,Brooklyn,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,270,70012651,2026-08-10 00:55:35,2026-08-10 01:34:04,8,2,Loud Music/Party,Street/Sidewalk,10040,40.85661423645417,-73.92968209691034,Closed,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,271,70007315,2026-08-10 00:55:31,,4,1,No Access,Street/Sidewalk,11103,40.76498881298151,-73.90858107558826,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,272,70007646,2026-08-10 00:55:30,,32,2,Asbestos Disturbance,,10022,40.76445372756687,-73.97287128479833,In Progress,Manhattan,Air Quality,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,273,70009838,2026-08-10 00:55:30,,6,1,Commercial Overnight Parking,Street/Sidewalk,11362,40.76103772334999,-73.72946994561498,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,274,70004216,2026-08-10 00:55:29,2026-08-10 01:11:53,6,4,Blocked Bike Lane,Street/Sidewalk,11222,40.73176348047373,-73.95452982564242,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,275,70004929,2026-08-10 00:55:28,,33,2,Trash,Sidewalk,10034,40.86501848791015,-73.92528411185657,In Progress,Manhattan,Dirty Condition,Sanitation,2026-08-10,1,2026,8,Monday,False
2026-08-10,276,70005146,2026-08-10 00:55:11,,3,3,Loud Music/Party,Residential Building/House,10459,40.82583681016263,-73.89880667614534,In Progress,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,277,70012902,2026-08-10 00:54:54,,2,2,Water Main Break,Street,10003,40.73168068114792,-73.98337717625607,In Progress,Manhattan,Water Maintenance,Infrastructure,2026-08-10,1,2026,8,Monday,False
2026-08-10,278,70008905,2026-08-10 00:54:45,,2,3,Water Main Break,Street,10452,40.83410632591946,-73.92756294810123,In Progress,Bronx,Water Maintenance,Infrastructure,2026-08-10,1,2026,8,Monday,False
2026-08-10,279,70011099,2026-08-10 00:54:36,,6,1,Blocked Hydrant,Street/Sidewalk,11419,40.68205972198631,-73.8298283640214,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,280,70008558,2026-08-10 00:54:26,,5,1,Loud Music/Party,Club/Bar/Restaurant,11103,40.76340207521901,-73.91540593976876,In Progress,Queens,Noise - Commercial,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,281,70013151,2026-08-10 00:52:49,,6,4,Blocked Hydrant,Street/Sidewalk,11229,40.60599698257253,-73.95966100818124,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,282,70005977,2026-08-10 00:43:28,,6,1,Blocked Bike Lane,Street/Sidewalk,11102,40.77507376272731,-73.92483623131241,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,283,70005542,2026-08-10 00:54:20,2026-08-10 00:55:36,6,4,Blocked Bike Lane,Street/Sidewalk,11222,40.732079147153065,-73.95458012488157,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,284,70010494,2026-08-10 00:54:17,,21,4,Unknown,Street/Sidewalk,11204,40.61061091126343,-73.98045759383864,In Progress,Brooklyn,Illegal Fireworks,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,285,70007945,2026-08-10 00:53:59,,3,4,Loud Music/Party,Residential Building/House,11236,40.645255265807336,-73.89718871806647,In Progress,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,286,70008966,2026-08-10 00:53:50,,14,4,Manhole Overflow,Sewer,11229,40.60874677483663,-73.95827996342706,In Progress,Brooklyn,Sewer Maintenance,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,287,70011792,2026-08-10 00:53:32,,18,3,Car/Truck Music,Street/Sidewalk,10463,40.877058946927896,-73.90924783110853,In Progress,Bronx,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,288,70005489,2026-08-10 00:53:27,2026-08-10 01:17:20,8,4,Loud Music/Party,Street/Sidewalk,11221,40.696293379214005,-73.92008906171601,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,289,70007849,2026-08-10 00:53:26,,8,3,Loud Music/Party,Street/Sidewalk,10463,40.87534008021243,-73.9119006789391,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,290,70013034,2026-08-10 00:53:17,2026-08-10 01:16:26,8,3,Loud Music/Party,Street/Sidewalk,10465,40.847088972060114,-73.8164159095378,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,291,70007782,2026-08-10 00:52:54,,8,3,Loud Music/Party,Street/Sidewalk,10453,40.845749925937085,-73.92413470328373,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,292,70009185,2026-08-10 00:52:54,2026-08-10 01:06:43,6,3,Blocked Hydrant,Street/Sidewalk,10467,40.87531833657479,-73.88147960530536,Closed,Bronx,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,293,70011803,2026-08-10 00:52:51,2026-08-10 01:03:02,18,3,Car/Truck Music,Street/Sidewalk,10463,40.87936774027384,-73.90989559266617,Closed,Bronx,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,294,70006853,2026-08-10 00:52:43,2026-08-10 01:40:20,8,4,Loud Music/Party,Street/Sidewalk,11211,40.70812240596105,-73.95337731886062,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,295,70008487,2026-08-10 00:52:42,,8,1,Loud Music/Party,Street/Sidewalk,11377,40.7398974788418,-73.89392122746035,In Progress,Queens,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,296,70004815,2026-08-10 00:51:37,2026-08-10 01:34:57,8,2,Loud Music/Party,Street/Sidewalk,10040,40.85656766459356,-73.92982674386413,Closed,Manhattan,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,297,70012508,2026-08-10 00:51:17,,4,1,No Access,Street/Sidewalk,11101,40.75426033443074,-73.92476948173261,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,298,70009730,2026-08-10 00:51:14,2026-08-10 01:17:23,3,1,Banging/Pounding,Residential Building/House,11419,40.68914603303429,-73.82751333855572,Closed,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,299,70004215,2026-08-10 00:51:02,2026-08-10 00:54:39,6,4,Blocked Bike Lane,Street/Sidewalk,11222,40.73199130077962,-73.9545441029199,Closed,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,300,70006367,2026-08-10 00:50:43,2026-08-10 01:05:14,2,1,Fire Hydrant Emergency,Sidewalk,11356,40.79083152812076,-73.84526705932886,Closed,Queens,Water Maintenance,Infrastructure,2026-08-10,1,2026,8,Monday,False
2026-08-10,301,70009144,2026-08-10 00:50:40,,8,3,Loud Music/Party,Street/Sidewalk,10463,40.87514540014392,-73.91215405363715,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,302,70006076,2026-08-10 00:50:23,,18,2,Car/Truck Music,Street/Sidewalk,10031,,,In Progress,Manhattan,Noise - Vehicle,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,303,70006816,2026-08-10 00:50:11,2026-08-10 01:17:04,8,4,Loud Music/Party,Street/Sidewalk,11221,40.69621381352696,-73.92013603831477,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,304,70007857,2026-08-10 00:49:56,2026-08-10 01:42:47,3,3,Loud Music/Party,Residential Building/House,10468,40.87120448031532,-73.90247630969142,Closed,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,305,70005340,2026-08-10 00:49:55,2026-08-10 01:01:16,4,4,No Access,Street/Sidewalk,11204,40.61048019783842,-73.9880174239483,Closed,Brooklyn,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,306,70009862,2026-08-10 00:49:53,,6,1,Blocked Bike Lane,Street/Sidewalk,11102,40.766115855683736,-73.92626869412257,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,307,70008365,2026-08-10 00:49:49,,34,1,Entire Tree Has Fallen Down,Street,11375,40.72771842123655,-73.84912619279311,In Progress,Queens,Damaged Tree,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,308,70013653,2026-08-10 00:49:45,,3,1,Banging/Pounding,Residential Building/House,11101,40.75578044551614,-73.9430750123803,In Progress,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,309,70008872,2026-08-10 00:49:24,,34,6,Tree Leaning/Uprooted,Street,Unknown,,,In Progress,Unknown,Damaged Tree,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,310,70006132,2026-08-10 00:49:15,2026-08-10 01:34:37,3,2,Banging/Pounding,Residential Building/House,10034,40.86859799549972,-73.9217801919704,Closed,Manhattan,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,311,70007640,2026-08-10 00:49:12,,10,3,Lead Kit,Residential Building,10467,40.87937287999524,-73.87429425000688,In Progress,Bronx,Lead,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,312,70005532,2026-08-10 00:49:05,,6,4,Unauthorized Bus Layover,Street/Sidewalk,11206,40.70046266944557,-73.94903326359295,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,313,70009145,2026-08-10 00:48:56,,8,3,Loud Music/Party,Street/Sidewalk,10463,40.87732238305897,-73.90917876616729,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,314,70007325,2026-08-10 00:48:50,,4,1,Partial Access,Street/Sidewalk,11370,40.76334183171971,-73.8867940746172,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,315,70007814,2026-08-10 00:48:47,,8,3,Loud Music/Party,Street/Sidewalk,10458,40.85408536600084,-73.8842068599034,In Progress,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,316,70012068,2026-08-10 00:48:43,,1,2,Driver Report - Non Passenger,Street,10017,40.75299916805917,-73.96988743145262,In Progress,Manhattan,For Hire Vehicle Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,317,70011160,2026-08-10 00:48:41,,4,1,No Access,Street/Sidewalk,11373,40.74248450113681,-73.88405077331701,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,318,70006695,2026-08-10 00:48:24,,6,4,Blocked Hydrant,Street/Sidewalk,11228,40.62005179092266,-74.00536717718985,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,319,70009090,2026-08-10 00:48:23,2026-08-10 00:57:09,3,3,Loud Music/Party,Residential Building/House,10457,40.846660901271896,-73.9052194826106,Closed,Bronx,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,320,70008409,2026-08-10 00:48:09,2026-08-10 01:21:42,19,1,Other (Complaint Details),Residential Building/House,11694,40.58037049613949,-73.83349306146374,Closed,Queens,Animal-Abuse,Other,2026-08-10,1,2026,8,Monday,False
2026-08-10,321,70010565,2026-08-10 00:48:07,,8,4,Loud Music/Party,Street/Sidewalk,11225,40.65711954944715,-73.96224669674267,In Progress,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,322,70005976,2026-08-10 00:48:06,,6,1,Blocked Bike Lane,Street/Sidewalk,11102,40.76634908924187,-73.92616013453505,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,323,70009290,2026-08-10 00:48:00,2026-08-10 00:56:47,3,4,Loud Music/Party,Residential Building/House,11212,40.66437640002097,-73.9152143272891,Closed,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,324,70009339,2026-08-10 00:47:35,2026-08-10 01:16:55,8,4,Loud Music/Party,Street/Sidewalk,11221,40.69622480510386,-73.92015405639475,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,325,70003968,2026-08-10 00:47:03,2026-08-10 01:00:09,8,3,Loud Music/Party,Street/Sidewalk,10468,40.86012027617597,-73.90442666178386,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,326,70009996,2026-08-10 00:47:01,2026-08-10 01:34:20,3,2,Banging/Pounding,Residential Building/House,10040,40.8611692009135,-73.92767807904268,Closed,Manhattan,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,327,70011203,2026-08-10 00:46:57,,4,1,Partial Access,Street/Sidewalk,11370,40.76334183171971,-73.8867940746172,In Progress,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,328,70012067,2026-08-10 00:44:53,,1,2,Driver Report - Non Passenger,Street,10017,40.75299916805917,-73.96988743145262,In Progress,Manhattan,For Hire Vehicle Complaint,Vehicle,2026-08-10,1,2026,8,Monday,False
2026-08-10,329,70011947,2026-08-10 00:46:57,2026-08-10 01:16:25,3,4,Loud Music/Party,Residential Building/House,11207,40.67338582995605,-73.89047607545501,Closed,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,330,70011133,2026-08-10 00:46:55,,6,1,Parking Permit Improper Use,Street/Sidewalk,11377,40.749158606437625,-73.90044619832663,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,331,70008474,2026-08-10 00:46:42,2026-08-10 01:02:20,4,1,No Access,Street/Sidewalk,11420,40.67196954354853,-73.80535851322178,Closed,Queens,Blocked Driveway,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,332,70013682,2026-08-10 00:46:18,2026-08-10 01:16:30,3,1,Loud Music/Party,Residential Building/House,11419,40.68914603303429,-73.82751333855572,Closed,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,333,70005999,2026-08-10 00:46:04,,6,1,Posted Parking Sign Violation,Street/Sidewalk,11370,40.76334183171971,-73.8867940746172,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,334,70003860,2026-08-10 00:45:41,2026-08-10 00:53:32,8,3,Loud Talking,Street/Sidewalk,10458,40.86090070954676,-73.89599132625094,Closed,Bronx,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,335,70004171,2026-08-10 00:45:38,2026-08-10 01:17:59,3,4,Loud Music/Party,Residential Building/House,11221,40.69625771978034,-73.92012156071634,Closed,Brooklyn,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,336,70008083,2026-08-10 00:45:34,,6,4,Commercial Overnight Parking,Street/Sidewalk,11206,40.69985904659898,-73.94954584024374,In Progress,Brooklyn,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,337,70007314,2026-08-10 00:45:34,,6,1,Blocked Bike Lane,Street/Sidewalk,11102,40.77509299942888,-73.9248723148012,In Progress,Queens,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,338,70013849,2026-08-10 00:45:22,2026-08-10 01:06:46,6,5,Commercial Overnight Parking,Street/Sidewalk,10312,40.55934650473891,-74.180223803675,Closed,Staten Island,Illegal Parking,Parking,2026-08-10,1,2026,8,Monday,False
2026-08-10,339,70011066,2026-08-10 00:44:48,2026-08-10 01:17:27,3,1,Loud Music/Party,Residential Building/House,11419,40.68914603303429,-73.82751333855572,Closed,Queens,Noise - Residential,Noise,2026-08-10,1,2026,8,Monday,False
2026-08-10,340,70006813,2026-08-10 00:44:41,2026-08-10 01:16:38,8,4,Loud Music/Party,Street/Sidewalk,11221,40.696282387627015,-73.9200710436282,Closed,Brooklyn,Noise - Street/Sidewalk,Noise,2026-08-10,1,2026,8,Monday,False
